sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"PW300M","Pipie Wrench 300mm",,"R 73.88","73.88","88.66","101.96","16.67","14.78","5","Yes","Yes"
"PW450MM","Pipe Wrench 450mm",,"R 110.00","110","132","151.8","16.67","22","5","Yes","Yes"
"PWS","Pressure Washer",,"R 0.00","0","13438","15453.7","0","13438","5","Yes","Yes"
"Q2","Q20",,"R 74.63","16.42","77","88.55","78.68","60.58","28","Yes","Yes"
"Q20S","Q20 Spray",,"R 57.33","1.26","77","88.55","98.36","75.74","988","Yes","Yes"
"QART","50MM Elbow 90D Solvent Go1",,"R 0.00","0","33.63","38.67","0","33.63","-4","Yes","Yes"
"QBG5L","QD Battleship Dark Grey 5 Litre",,"R 0.00","0","599","688.85","0","599","-2","Yes","Yes"
"QC1/4","Quick Coupler 1/4 M",,"R 98.76","58.33","0","0","0","-58.33","4","Yes","Yes"
"QC10m","Quick Coupler H/BARB 10mm",,"R 103.02","13.74","165","189.75","91.67","151.26","15","Yes","Yes"
"QC14M","Quick Coupler Insert Aro 1/4 Male",,"R 18.51","18.51","27.8","31.97","33.42","9.29","0","Yes","Yes"
"QC8M","Quick Coupler 8mm",,"R 103.02","102.53","0","0","0","-102.53","14","Yes","Yes"
"QCHB","Quick Coupler Hose Barb 1/4",,"R 0.00","0","157.99","181.69","0","157.99","-10","Yes","Yes"
"QCHB8","Quick Coupler H-Barb 8mm",,"R 228.05","126.69","168","193.2","24.59","41.31","18","Yes","Yes"
"QCIB8m","Quick Coupler Insert Barb 8mm",,"R 0.00","0","39","44.85","0","39","2","Yes","Yes"
"QCU14","Quick Coupler Uni-1 Male 1/4",,"R 0.00","0","161","185.15","0","161","2","Yes","Yes"
"QCUM12","Quick Coupler Uni-3 Male 1/2",,"R 0.00","0","228.15","262.37","0","228.15","5","Yes","Yes"
"Qd25l","QD LIGHT GREY 25l",,"R 0.00","0","2800","3220","0","2800","4","Yes","Yes"
"Qd5AS","Q/D Silver Aluminium 5 Litre",,"R 0.00","0","610","701.5","0","610","4","Yes","Yes"
"QI23","Quick Insert 23C xBARB 10mm",,"R 0.00","0","41","47.15","0","41","10","Yes","Yes"
"QIA23F34","Quick Insert Aro 23A-2 Female 3/4",,"R 0.00","0","40","46","0","40","8","Yes","Yes"
"R012","Rivet AL 4012[B/500]",,"R 18.30","18.3","169.99","195.49","89.23","151.69","2","Yes","Yes"
"R48","Black Aluminium Rivets 4.8x15",,"R 18.50","26.87","0","0","0","-26.87","36","Yes","Yes"
"R4812","Rivet Aluminium CSK 4812 (per/100)",,"R 0.00","0","69.99","80.49","0","69.99","1","Yes","Yes"
"r4815","Rivet aluminum 4815 (per 100)",,"R 0.00","0","21","24.15","0","21","5","Yes","Yes"
"RA4010","Rivet ALU 4010",,"R 0.00","0","50","57.5","0","50","10","Yes","Yes"
"RA4015","Rivet aluminum 4015 (per 100)",,"R 18.00","0.02","16","18.4","99.88","15.98","10010","Yes","Yes"
"RA48","Rivet aluminum 4810 (per 100)",,"R 0.00","0","19","21.85","0","19","1000","Yes","Yes"
"Ra4812","Rivet Aluminium 4812 (per 100)",,"R 63.04","0.1","16","18.4","99.38","15.9","601","Yes","Yes"
"RA4815B","Rivet AL 4815 (Box 500)",,"R 0.00","0","250","287.5","0","250","39","Yes","Yes"
"RAC4","RIVET ALU CSK 4815(per 100)",,"R 0.00","0","71","81.65","0","71","9","Yes","Yes"
"Rb10m","Round Bar M/Steel 10mm (Per Meter)",,"R 62.61","6.26","29","33.35","78.41","22.74","10","Yes","Yes"
"RBa","R3863G 148-1+0 BAR",,"R 0.00","0","922.5","1060.88","0","922.5","2","Yes","Yes"
"RBG20","Reducing Bush Galvanized 20mm-15mm",,"R 9.71","0.06","15.5","17.83","99.61","15.44","10014","Yes","Yes"
"RBG2515","25-15mm Gal Red Bush",,"R 0.00","0","23","26.45","0","23","3","Yes","Yes"
"RBH","Roman Bar Handle Black 192",,"R 28.95","28.95","32","36.8","9.53","3.05","0","Yes","Yes"
"Rbm10x79","Rawbolt EXP M10x75 (16mm DR)",,"R 0.00","0","1630","1874.5","0","1630","2","Yes","Yes"
"RBS","Royal Blue Spray 350ml",,"R 37.26","1.86","119","136.85","98.44","117.14","100","Yes","Yes"
"RC24","Radius Cutter 2MM 4FL",,"R 490.50","245.25","580","667","57.72","334.75","2","Yes","Yes"
"RCD115","Rhodius Cutting Disc 115 x1.0mm",,"R 4.90","4.9","25.99","29.89","81.15","21.09","10","Yes","Yes"
"Rcm","Retaining Clip S/Loop 2mm",,"R 0.00","0","352","404.8","0","352","4","Yes","Yes"
"RCT198","Red Cable Ties 198mmX4,7mm",,"R 17.95","0.02","85","97.75","99.98","84.98","93016","Yes","Yes"
"RCT3.5X200M","Red Cables Ties 3.5x200mm",,"R 18.49","16.9","0","0","0","-16.9","786","Yes","Yes"
"RCU01","Hot Knife Rope Cutter",,"R 1,999.00","1999","2400","2760","16.71","401","0","Yes","Yes"
"RD550","RUNNER DRAWER EXT 550 H/D (45) [P/2]",,"R 98.85","98.85","112","128.8","11.74","13.15","1","Yes","Yes"
"RD700x45","700x45 Runner Drawer",,"R 0.00","0","205","235.75","0","205","-7","Yes","Yes"
"RDT25M","Red Duct Tape 25m",,"R 34.50","34.5","70","80.5","50.71","35.5","10","Yes","Yes"
"REB2","RAINSUIT RUB BLUE 2P XXL",,"R 0.00","0","229.5","263.92","0","229.5","30","Yes","Yes"
"RECOS32mm","End Cap Round Outside 32mm",,"R 0.00","0","3.4","3.91","0","3.4","30","Yes","Yes"
"REM8","Rawlbolt EXP M8x65",,"R 478.24","0.24","1430.8","1645.42","99.98","1430.56","999","Yes","Yes"
"Rgr","Ronson gas refill",,"R 0.00","0","65","74.75","0","65","6","Yes","Yes"
"RH13mm","RUBBER HOSE 13MM I.D. 100 METRES",,"R 0.00","0","6422.56","7385.94","0","6422.56","2","Yes","Yes"
"RHC5L","Reinol 5L Hand Cleaner",,"R 568.37","8.72","999","1148.85","99.13","990.28","1000","Yes","Yes"
"RHH1015","RUBBER HOSE HP 10X15MM 50M",,"R 0.00","0","2189.62","2518.06","0","2189.62","2","Yes","Yes"
"Rhh18","Rubber Hand Hammer 1.8k",,"R 0.00","0","510","586.5","0","510","10","Yes","Yes"
"RHH81350m","RUBBER HOSE HP 8X13MM 50M",,"R 0.00","0","1977.13","2273.7","0","1977.13","2","Yes","Yes"
"RHT","Riveter Hand Total",,"R 85.41","10.34","175","201.25","94.09","164.66","16","Yes","Yes"
"RHTSS","Raleigh Head Tube Stainless Steel Bicycle Bottle Holder, Stainless Steel/Silver/Aluminium",,"R 0.00","0","59","67.85","0","59","-120","Yes","Yes"
"RLM","RING LIGHT MAGFLEX INSPECT",,"R 0.00","0","499.5","574.42","0","499.5","30","Yes","Yes"
"RM12","RAWLBOLT W/EYE M12 [P/100]",,"R 0.00","0","1990","2288.5","0","1990","10","Yes","Yes"
"RM450","Rubber Mallet F/G Ingco 450G",,"R 25.56","5.11","135","155.25","96.21","129.89","5","Yes","Yes"
"RM700G","Rubber Mallet 700G",,"R 45.13","40.38","47.88","55.06","15.66","7.5","11","Yes","Yes"
"RMR4012","Rivet Aluminium 4012 eacg",,"R 0.00","0","0.13","0.15","0","0.13","100","Yes","Yes"
"RNT","Red NITTO Tape 20m",,"R 0.00","0","25","28.75","0","25","9997","Yes","Yes"
"Rp5","Red Primer 5 Litre",,"R 0.00","0","635","730.25","0","635","4","Yes","Yes"
"Rpc","Rivet Aluminium 32x8(Per Each)",,"R 0.00","0","0.13","0.15","0","0.13","1000","Yes","Yes"
"RPOPS4812","Rivet Steel POP 4812(Per 100)",,"R 0.00","0","47","54.05","0","47","5","Yes","Yes"
"RRER1","Rust Remover Evapo-Rust 1Litre",,"R 0.00","0","220","253","0","220","3","Yes","Yes"
"RS300mm","Ruler Safety Cutting 300mm",,"R 240.80","96.32","47.25","54.34","-103.85","-49.07","5","Yes","Yes"
"RSRPA3m","Refinish Scale RPA345 USB 3m",,"R 9,580.00","4790","14875.95","17107.34","67.8","10085.95","2","Yes","Yes"
"RST5325","Tekscrew 53x25 (each)",,"R 0.00","0","0.17","0.2","0","0.17","500","Yes","Yes"
"RSW100MM","Roller sheepskin wool 100mm refill",,"R 32.50","0.01","41.66","47.91","99.98","41.65","100000","Yes","Yes"
"RSW150mm","Rollersheepskin wool 150mm refill",,"R 0.00","0","44.23","50.86","0","44.23","10000","Yes","Yes"
"RSW230MM","Rollersheepskin wool 230mm refill",,"R 44.88","0.02","66.66","76.66","99.97","66.64","100013","Yes","Yes"
"RTF","Red Tape Floor",,"R 63.46","22.21","205","235.75","89.17","182.79","20","Yes","Yes"
"RTL12","Ratchet Total LVR 1/2D",,"R 0.00","0","315","362.25","0","315","3","Yes","Yes"
"RTM24","THREADED PLAIN MS ROD M24X3M",,"R 352.37","352.37","529","608.35","33.39","176.63","5","Yes","Yes"
"Rttrh","Steel White Round TR3 Toilet Roll Holder Lockable",,"R 0.00","0","585","672.75","0","585","9","Yes","Yes"
"RwD","Refuse Bin with wheels 240 Litre",,"R 0.00","0","895","1029.25","0","895","2","Yes","Yes"
"RWEM6","Rawbolt with Eye M6(P/100)",,"R 750.00","125","700","805","82.14","575","1.2","Yes","Yes"
"RWHM6","Rawbolt with Hook M6(P/100)",,"R 2.26","2.24","1000","1150","99.78","997.76","101","Yes","Yes"
"RWTF","Red and White Tape Floormark",,"R 70.70","37.12","205","235.75","81.89","167.88","20","Yes","Yes"
"S1000mL7","Level 1000m Stabila Type 70",,"R 0.00","0","507","583.05","0","507","5","Yes","Yes"
"S11S","Plastic Handle Scalpel Size 11",,"R 27.15","29.86","45.58","52.42","34.49","15.72","300","Yes","Yes"
"S131212Kt","Socket 13mm x 1/2D 12P KT",,"R 0.00","0","75","86.25","0","75","3","Yes","Yes"
"S205cm","20.5cm Scissor",,"R 70.00","6.36","51.61","59.35","87.68","45.25","22","Yes","Yes"
"S240mm","240mm Tailor Scissor",,"R 130.00","130","250.23","287.76","48.05","120.23","5","Yes","Yes"
"S250m","250mm Scriber Hardened Tips Nickel Plated",,"R 0.00","0","214.77","246.99","0","214.77","5","Yes","Yes"
"S300fl","Screwdriver T/C FLT 4x300mm B/T",,"R 0.00","0","114","131.1","0","114","3","Yes","Yes"
"S3012","Socket 30mm x 1/2D 6P Marathon",,"R 0.00","0","80","92","0","80","5","Yes","Yes"
"S32M","Socket 32mm x 1/2D 6P Marathon",,"R 0.00","0","86","98.9","0","86","5","Yes","Yes"
"S400ml","Spanjaard Silicone Spray 400ml",,"R 96.00","21.33","93","106.95","77.06","71.67","3","Yes","Yes"
"S50mm","Barrel Bolt Brass Plated Straight 50mm",,"R 0.00","0","37","42.55","0","37","1","Yes","Yes"
"S60ml","Syringes - 60ML-3 Part Luer Slip - AVACARE(25s)",,"R 0.00","0","210","241.5","0","210","10","Yes","Yes"
"S71076","Siler 710mm x76 Diameter (Silver)",,"R 130.00","65","230","264.5","71.74","165","10","Yes","Yes"
"SA10x100","Sleeve Anchor 10x100(*90)",,"R 526.50","143.3","658","756.7","78.22","514.7","5","Yes","Yes"
"SA12130","Sleeve Anchor 12x130(*50)",,"R 0.00","0","1210","1391.5","0","1210","1.9","Yes","Yes"
"SaBM14","S/DR BITHOLDR MAG 1/4x 54 SOLID",,"R 0.00","0","76","87.4","0","76","1","Yes","Yes"
"Sapv52","Single Air Piloted Valve 5/2 1/4",,"R 0.00","0","650","747.5","0","650","9","Yes","Yes"
"SBPB","Switch Bell Push Button",,"R 0.00","0","59.65","68.6","0","59.65","-1","Yes","Yes"
"SBSC","Single Bowl Sink Cabinet",,"R 0.00","0","2340","2691","0","2340","2","Yes","Yes"
"SC","Stack Crate",,"R 0.00","0","135.75","156.11","0","135.75","10","Yes","Yes"
"SC115MM","Steel cutting 115mmx1.2",,"R 17.07","0","6.71","7.72","0","6.71","100015","Yes","Yes"
"SC1W","SWITCH COMPRESSOR 1W 380V 13-18A O/L",,"R 1,656.87","552.29","2699","3103.85","79.54","2146.71","3","Yes","Yes"
"SC300","Screwdriver T/C PHIL 2x300mm B/T",,"R 58.53","23.41","130","149.5","81.99","106.59","5","Yes","Yes"
"SC412","Screw Countersunk Slot Galvanised 4x12 (per 100)",,"R 15.41","3.08","7.99","9.19","61.45","4.91","10","Yes","Yes"
"SC47","Spring Compression 47",,"R 133.76","7.04","23","26.45","69.39","15.96","19","Yes","Yes"
"SC55","Spring Compression 55",,"R 133.76","33.44","23","26.45","-45.39","-10.44","8","Yes","Yes"
"SCF","SPECS CLEAR BLACK FRAME [BOX 12]",,"R 0.00","0","165.5","190.32","0","165.5","3","Yes","Yes"
"Schm20","Stud Chemical Kit M20x240",,"R 0.00","0","220","253","0","220","8","Yes","Yes"
"SCI100","Swivel Cast Iron Steel 100mm",,"R 0.00","0","320","368","0","320","6","Yes","Yes"
"SCIC100","Swivel+ Brake 100mm Cast Iron Castor",,"R 145.86","145.86","349.89","402.37","58.31","204.03","10","Yes","Yes"
"SCLB","Silicone Block: 800 x 600 x 15",,"R 0.00","0","10645.32","12242.12","0","10645.32","0","Yes","Yes"
"Scm20140","Stud chemical M20x 240",,"R 0.00","0","39.29","45.18","0","39.29","-90","Yes","Yes"
"SCRWST","Screwdriver set 6PC",,"R 0.00","0","172.5","198.37","0","172.5","999","Yes","Yes"
"ScSW35125","S/DRIVR WERA BLK EL B/T 3.5X 125mm",,"R 54.21","54.21","86","98.9","36.97","31.79","-6","Yes","Yes"
"SD","Step Drill T/C 5- 35mm x 2-3mm",,"R 0.00","0","714","821.1","0","714","1","Yes","Yes"
"SD125120","SANDING DISC 125MM 120 GRIT WITH HOLES (Each)",,"R 0.00","0","4.8","5.52","0","4.8","100","Yes","Yes"
"SD125180","SANDING DISC 125MM 180 GRIT WITH HOLES (Each)",,"R 0.00","0","4.8","5.52","0","4.8","100","Yes","Yes"
"SD12560","SANDING DISC 125MM 60 GRIT WITH HOLES (Each)",,"R 0.00","0","4.8","5.52","0","4.8","100","Yes","Yes"
"SD135240","SANDING DISC 125MM 240 GRIT WITH HOLES (Each)",,"R 0.00","0","4.8","5.52","0","4.8","100","Yes","Yes"
"SD150","P80 Sanding Belt 150x1220",,"R 0.00","0","99.63","114.57","0","99.63","-2","Yes","Yes"
"Sd28","SLOTDRILL FEW 2F FS CO8 8",,"R 239.60","47.92","345","396.75","86.11","297.08","5","Yes","Yes"
"sd2810","SLOTDRILL FEW 2F FS CO8 10",,"R 289.52","57.9","434","499.1","86.66","376.1","5","Yes","Yes"
"Sd2816","SLOTDRILL FEW 2F FS CO8 16",,"R 506.16","101.23","654","752.1","84.52","552.77","5","Yes","Yes"
"SD2o","Galvanised Saddle Bar 20mm",,"R 0.00","0","7.5","8.63","0","7.5","10","Yes","Yes"
"SD35","Screw driver 3.5x100",,"R 49.70","33.13","45","51.75","26.38","11.87","15","Yes","Yes"
"SD535","Step Drill 5-35mm",,"R 0.00","0","720","828","0","720","1","Yes","Yes"
"SD87TR","50MM TEE Solvent",,"R 0.00","0","40.3","46.34","0","40.3","-1","Yes","Yes"
"SDB2x50","Screwdriver Bit PH 2x50 SCHR",,"R 0.00","0","19.99","22.99","0","19.99","10","Yes","Yes"
"sdbp250","S/DR Bit PZ2x50 SCHR",,"R 11.70","1.95","37.77","43.44","94.84","35.82","60","Yes","Yes"
"SDF2","SLOTDRILL FEW 2F FS CO8 6",,"R 189.68","18.97","284","326.6","93.32","265.03","10","Yes","Yes"
"SDF812","SLOTDRILL FEW 2F FS CO8 12",,"R 318.40","63.68","450","517.5","85.85","386.32","5","Yes","Yes"
"Sdpz50","S/DR BIT IMP PZ2 x 50 T/C BULK",,"R 0.00","0","10.2","11.73","0","10.2","-10","Yes","Yes"
"SDRN5/16","NUTSETTR S/DR 5/16x65",,"R 26.01","26.01","38","43.7","31.55","11.99","-5","Yes","Yes"
"SDS16012","Drill SDS+ALP 160x100 12mm",,"R 113.80","0.3","101","116.15","99.7","100.7","1001","Yes","Yes"
"SDS16014","Drill SDS+ALP 160x100 14mm",,"R 23.90","0.48","140","161","99.66","139.52","988","Yes","Yes"
"sds26p","26 Piece Screwdriver Set with Rack",,"R 289.50","289.5","347.4","399.51","16.67","57.9","5","Yes","Yes"
"SDS6P","Screw Driver Set 6 Piece",,"R 46.50","46.5","0","0","0","-46.5","1","Yes","Yes"
"Sdsb11","Sterile disposable scalpel blades and handles - sizes 11 peel wrapped 10s",,"R 0.00","0","33.8","38.87","0","33.8","203","Yes","Yes"
"SDT","Silver Duct Tape",,"R 38.90","38.9","70","80.5","44.43","31.1","-36","Yes","Yes"
"Se121","SET HT UNC 1/2 x 1",,"R 0.00","0","623","716.45","0","623","1.5","Yes","Yes"
"Se1214","SET HT UNC 1/2 x 1-1/4",,"R 0.00","0","615","707.25","0","615","4.5","Yes","Yes"
"SEB","Electrical Blue Spray 350ml",,"R 28.00","28","119","136.85","76.47","91","3","Yes","Yes"
"SECC400","Shield Electrical Contact Cleaner 400 ml",,"R 0.00","0","64","73.6","0","64","0","Yes","Yes"
"SEDG25","25 Pc Screw Extractor, Drill & Guide Set",,"R 0.00","0","2995","3444.25","0","2995","-1","Yes","Yes"
"SEMN350ml","SPANJAARD ENGINEERING MARKING BLUE 350ml",,"R 0.00","0","106.92","122.96","0","106.92","5","Yes","Yes"
"sFew2f","Slotdrill FEW 2F FS CO8 6",,"R 0.00","0","265","304.75","0","265","10","Yes","Yes"
"SFR56","Spanner Flat Ring 56mm",,"R 0.00","0","3740","4301","0","3740","0","Yes","Yes"
"SG100","Deli Gloves (100s)",,"R 0.00","0","385","442.75","0","385","1","Yes","Yes"
"SG2OG","Super Glue 20g",,"R 21.74","0.28","35","40.25","99.2","34.72","9951","Yes","Yes"
"SG31M","STAPLE GUN 18G TRIGGER SHOT 3 IN 1",,"R 0.00","0","563","647.45","0","563","5","Yes","Yes"
"SG50g","Superglue 50g",,"R 0.00","0","99","113.85","0","99","970","Yes","Yes"
"SGM10","M10x80 Set Galv[P/100]",,"R 360.00","180","1000","1150","82","820","2","Yes","Yes"
"SGM520NF","Set Galvanised M5x20",,"R 0.00","0","0.45","0.52","0","0.45","500","Yes","Yes"
"SGM6","SET Galvinised M6x40",,"R 0.00","0","185","212.75","0","185","1","Yes","Yes"
"SGM880","Set Galv HT M8x80",,"R 0.00","0","611","702.65","0","611","0.1","Yes","Yes"
"SH921400","Stan HD Blade 921LONG (Box 400)",,"R 0.00","0","1650","1897.5","0","1650","5","Yes","Yes"
"SHBT","11.5mm Shirt Button/1000",,"R 0.00","0","145","166.75","0","145","0","Yes","Yes"
"SHEUO","Shield Hang Em Up Organiser",,"R 0.00","0","209.99","241.49","0","209.99","15","Yes","Yes"
"SHM1045","SET HT M10 x 45 [P/100]",,"R 0.00","0","540","621","0","540","-0.2","Yes","Yes"
"SHM1640","SET HT M16 x 40 [P/100]",,"R 0.00","0","1370","1575.5","0","1370","-0.12","Yes","Yes"
"Shs2","Scapel Handle size 3",,"R 12.60","6.21","22.1","25.41","71.9","15.89","1420","Yes","Yes"
"Shsh","Soft Bristle- Short Handle Scrub",,"R 0.00","0","66","75.9","0","66","10","Yes","Yes"
"Shzs","SAFETY JACKET ZIP ORIGINAL SMALL",,"R 741.31","67.39","53.55","61.58","-25.85","-13.84","33","Yes","Yes"
"SITMPS","Shield Tool In A can Multi Purpose Spray 375ml+150ml",,"R 50.00","217","59","67.85","-267.8","-158","15","Yes","Yes"
"SIW80","Solder Iron Weller 80w",,"R 1,250.21","625.11","1420","1633","55.98","794.89","2","Yes","Yes"
"SIW80 v","Soldier Iron Weller 80w",,"R 0.00","0","1700","1955","0","1700","4","Yes","Yes"
"SKOL","Syringe Catheter Tip luer Slip Comcentric - 50ml-60ml Box ( 20-25/Box)",,"R 0.00","0","171.25","196.94","0","171.25","-2","Yes","Yes"
"SL1000m","Spirit Level 1000mm",,"R 0.00","0","137.01","157.56","0","137.01","1","Yes","Yes"
"Sl5l","Super Laykold Black 5 L Waterproof Bitumen Rubberised Emulsion for Waterproofing and Koi Ponds",,"R 0.00","0","454.8","523.02","0","454.8","1","Yes","Yes"
"SL600mm","Spirit Level 600mm",,"R 0.00","0","111.75","128.51","0","111.75","1","Yes","Yes"
"Slb5","Speedcoat Light Weight Bodyfiller 5kg",,"R 0.00","0","380","437","0","380","1","Yes","Yes"
"SLs","Spade Lasher Ladies Shirt",,"R 0.00","0","534","614.1","0","534","3","Yes","Yes"
"SM27","Socket 27mm x 1/2D 6P Marathon",,"R 0.00","0","74","85.1","0","74","5","Yes","Yes"
"SM3312","Socket 33mm x 1/2D 6P Marathon",,"R 0.00","0","225","258.75","0","225","5","Yes","Yes"
"SM3412","Socket 34mm x 1/2D 6P Marathon",,"R 0.00","0","225","258.75","0","225","5","Yes","Yes"
"SM3612","Socket 36mm x 1/2D 6P Marathon",,"R 0.00","0","274","315.1","0","274","5","Yes","Yes"
"SMCH340","Short Mini Claw Hammer 340g",,"R 50.92","39.17","80","92","51.04","40.83","13","Yes","Yes"
"SMNT1H","Sink Mixer Neap Tide 1 Hole J-Spout",,"R 0.00","0","1700","1955","0","1700","4","Yes","Yes"
"SMS350","Metallic Silver Spray 350ml",,"R 38.50","0.46","119","136.85","99.61","118.54","990","Yes","Yes"
"SN51642","S/DR NUTSETTR 5/16 x 42",,"R 0.00","0","40","46","0","40","9","Yes","Yes"
"SNI6P","Ingco Needle File Set 140mm 6 Pieces",,"R 88.56","44.28","102.02","117.32","56.6","57.74","2","Yes","Yes"
"SO41","SPANNER OFFSET 41mm",,"R 0.00","0","631.46","726.18","0","631.46","10","Yes","Yes"
"SO46mm","SPANNER OFFSET 46mm",,"R 0.00","0","1464.5","1684.17","0","1464.5","5","Yes","Yes"
"SOKA1","Olfa Cutter A1 Snap Off Knife",,"R 0.00","0","87.45","100.57","0","87.45","-10","Yes","Yes"
"SP","Scotch Brite Pad",,"R 21.74","21.74","18.5","21.27","-17.51","-3.24","-10","Yes","Yes"
"SP11FC","Sikaflex Purform 11FC Joint Sealant 300ml",,"R 25.12","0.43","265","304.75","99.84","264.57","1004","Yes","Yes"
"SP1612","Socket S/P 16mm x 1/2D K/T Rubber",,"R 0.00","0","95","109.25","0","95","5","Yes","Yes"
"Sp180","S/Cut Plier Ingco 180mm",,"R 0.00","0","134","154.1","0","134","10","Yes","Yes"
"Sp225","S/DR BIT PZ2 x 25",,"R 0.00","0","6.75","7.76","0","6.75","8","Yes","Yes"
"Sp28","Size 28 Reflective Pants",,"R 286.96","468.49","0","0","0","-468.49","7","Yes","Yes"
"Sp38","SPANNER OFFSET 38mm",,"R 0.00","0","867","997.05","0","867","10","Yes","Yes"
"Sp5","Sprayer Press Ryobi 5L",,"R 0.00","0","320","368","0","320","4","Yes","Yes"
"SP50m","Spanner Open 50mm",,"R 0.00","0","500","575","0","500","4","Yes","Yes"
"Sp70","Screwdriver Ingco PHOx75",,"R 0.00","0","25","28.75","0","25","9","Yes","Yes"
"SPB","Spray Black Gloss 350ml",,"R 28.00","28","119","136.85","76.47","91","-15","Yes","Yes"
"SPB100","Sleeve Protector - Blue (100s)",,"R 0.00","0","417.4","480.01","0","417.4","2","Yes","Yes"
"SPBLU","Blue Azure Spray 350ml",,"R 0.00","0","119","136.85","0","119","98","Yes","Yes"
"Spg350","Spray Black Gloss 350ml",,"R 37.26","0.75","119","136.85","99.37","118.25","953","Yes","Yes"
"SPI","Silicone Spray",,"R 0.00","0","66.3","76.24","0","66.3","10","Yes","Yes"
"SPK400ml","SP LECTRO-KLEEN 400ML FLAM SPA",,"R 0.00","0","126.99","146.04","0","126.99","4","Yes","Yes"
"SPNR","Spanner 10mm Groz",,"R 13.80","0.03","45.5","52.33","99.93","45.47","1000","Yes","Yes"
"SPR","Signal Red Spray 350ml",,"R 28.00","0.6","119","136.85","99.5","118.4","1000","Yes","Yes"
"SPS350","SPANJAARD PENETRATING SPRAY 350ML",,"R 0.00","0","94.77","108.99","0","94.77","15","Yes","Yes"
"SPTM4","Spring Toggle M4(Only)",,"R 148.80","0.15","271.5","312.22","99.94","271.35","1000","Yes","Yes"
"SPY","Sunshine Yellow Spray 350ml",,"R 28.00","0.52","119","136.85","99.56","118.48","994","Yes","Yes"
"SQB","Small Q Bond Glue Kit",,"R 40.60","40.6","75","86.25","45.87","34.4","0","Yes","Yes"
"SQRB40","Square Brackets 40x40mm",,"R 0.00","0","39","44.85","0","39","950","Yes","Yes"
"SQT25M","Square Tube 25mm",,"R 165.22","2.51","299","343.85","99.16","296.49","1000","Yes","Yes"
"SR40kg","Sand River 40kg",,"R 0.00","0","58","66.7","0","58","-10","Yes","Yes"
"Sr6004","Square Rafters 600x400",,"R 41.02","41.02","188","216.2","78.18","146.98","10","Yes","Yes"
"SR9M","Soldier Resincor 250G 0.9m",,"R 0.00","0","262.75","302.16","0","262.75","99","Yes","Yes"
"SRG","Richpale Gold Spray 350g",,"R 38.50","38.5","0","0","0","-38.5","3","Yes","Yes"
"SRTV","Silicone RTV Red 85G",,"R 0.00","0","56","64.4","0","56","9","Yes","Yes"
"SS","Safety Shield",,"R 0.00","0","135","155.25","0","135","3","Yes","Yes"
"SS12","Stainless Steel Spatula",,"R 0.00","0","180","207","0","180","0","Yes","Yes"
"SS2112","Socket S/P 21mm x 1/2D K/T Rubber",,"R 72.52","32.23","103","118.45","68.71","70.77","9","Yes","Yes"
"SS33","Socket Set 8-32mm",,"R 46.50","46.5","55.8","64.17","16.67","9.3","5","Yes","Yes"
"SS6mm","Mikalor 6mm Steel Spring Clip (1 bag of 25 units)",,"R 154.16","154.16","252","289.8","38.83","97.84","0","Yes","Yes"
"SSB11","Size 11 Scalpel Blades",,"R 70.00","70","82","94.3","14.63","12","148","Yes","Yes"
"SSB210","Brushes",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"SsCFBH","Stainless Steel Chip Fryer Basket with handle",,"R 69.56","27.83","143.76","165.32","80.64","115.93","5","Yes","Yes"
"SSHD","Stainless Steel Hand Dryer 2,5K W",,"R 0.00","0","3445","3961.75","0","3445","4","Yes","Yes"
"SSMA","M8 Hex Nuts/SS (/100)",,"R 0.00","0","59.55","68.48","0","59.55","0","Yes","Yes"
"SSMC","Stainless Steel Mini Clipper",,"R 20.00","20","30","34.5","33.33","10","30","Yes","Yes"
"SSR","Ruler Stainless Steel 300X25X1.0MM",,"R 0.00","0","74.46","85.63","0","74.46","5","Yes","Yes"
"SSS230m","Scissor Tailors 230mm BS-900",,"R 124.80","124.8","320","368","61","195.2","-2","Yes","Yes"
"SSSPZ225","Stainless steel screwdriver bit pz2 x 25mm",,"R 0.00","0","7","8.05","0","7","3","Yes","Yes"
"SSWH10","Spatula 10Inch Straight",,"R 0.00","0","65","74.75","0","65","10","Yes","Yes"
"ST20Inch","Steel Trunk 500 x 255 x 175mm",,"R 325.80","325.8","738.89","849.72","55.91","413.09","0","Yes","Yes"
"ST25 (1.6)","Square Tube Plug 25x25",,"R 0.77","0.77","0","0","0","-0.77","2560","Yes","Yes"
"ST30INCH","Steel Trunk 750x425x310mm",,"R 653.00","653","1250","1437.5","47.76","597","2","Yes","Yes"
"ST38","Square Tube 38x2mm[Per Meter]",,"R 300.00","90","128","147.2","29.69","38","40","Yes","Yes"
"STA10","TAPE STANLEY POWERLOCK 10MX25MM",,"R 0.00","0","228.36","262.61","0","228.36","0","Yes","Yes"
"STA5","TAPE STANLEY POWERLOCK 5MX19MM",,"R 0.00","0","134.22","154.35","0","134.22","-12","Yes","Yes"
"STDN","STD Needle N1",,"R 0.00","0","14.18","16.31","0","14.18","0","Yes","Yes"
